smiles,Cation,Anion,Melting point (K)
C=C(Br)Cn1c[n+](CC(=O)c2ccc(Br)cc2)c2ccccc21.[Br-],C=C(Br)Cn1c[n+](CC(=O)c2ccc(Br)cc2)c2ccccc21,[Br-],415.15
O=C(C[n+]1cn(Cc2ccccc2)c2ccccc21)c1ccc(Br)cc1.[Br-],O=C(C[n+]1cn(Cc2ccccc2)c2ccccc21)c1ccc(Br)cc1,[Br-],399.15
Cn1c[n+](CCCn2c(=O)nc3n(-c4ccccc4)c4ccccc4nc-3c2=O)c2ccccc21.[Br-],Cn1c[n+](CCCn2c(=O)nc3n(-c4ccccc4)c4ccccc4nc-3c2=O)c2ccccc21,[Br-],544.15
CC(=O)C[n+]1cn(Cc2ccccc2)c2ccccc21.[Br-],CC(=O)C[n+]1cn(Cc2ccccc2)c2ccccc21,[Br-],402.15
CCOC(=O)C[n+]1c(C)n(Cc2ccccc2)c2ccccc21.[Br-],CCOC(=O)C[n+]1c(C)n(Cc2ccccc2)c2ccccc21,[Br-],515.15
CCOC(=O)Cn1c(C)[n+](CC(=O)OCC)c2ccccc21.[Br-],CCOC(=O)Cn1c(C)[n+](CC(=O)OCC)c2ccccc21,[Br-],523.15
CC(=O)C[n+]1cn(C)c2ccccc21.[Br-],CC(=O)C[n+]1cn(C)c2ccccc21,[Br-],392.15
Cn1c(Sc2ccccc2)[n+](Cc2ccccc2)c2ccccc21.[Br-],Cn1c(Sc2ccccc2)[n+](Cc2ccccc2)c2ccccc21,[Br-],435.15
C=CCn1c[n+](CC=C)c2ccccc21.[Br-],C=CCn1c[n+](CC=C)c2ccccc21,[Br-],369.15
CC=CC[n+]1cn(CCOCC)c2ccccc21.[Br-],CC=CC[n+]1cn(CCOCC)c2ccccc21,[Br-],380.15
C#CC[n+]1cn(CC=C)c2ccccc21.[Br-],C#CC[n+]1cn(CC=C)c2ccccc21,[Br-],451.15
C=CCn1c[n+](Cc2ccccc2)c2ccccc21.[Br-],C=CCn1c[n+](Cc2ccccc2)c2ccccc21,[Br-],474.15
CC=CC[n+]1cn(CCOCC)c2ccc(C)cc21.[Br-],CC=CC[n+]1cn(CCOCC)c2ccc(C)cc21,[Br-],350.15
C=CC[n+]1cn(CCOCC)c2ccc(C)cc21.[Br-],C=CC[n+]1cn(CCOCC)c2ccc(C)cc21,[Br-],401.15
CC[n+]1cn(CCC[Si](C)(C)C)c2ccccc21.[Br-],CC[n+]1cn(CCC[Si](C)(C)C)c2ccccc21,[Br-],481.15
C=CC[n+]1cn(CCC[Si](C)(C)C)c2ccccc21.[Br-],C=CC[n+]1cn(CCC[Si](C)(C)C)c2ccccc21,[Br-],398.15
C=CCn1c[n+](Cc2ccc(Br)cc2)c2ccccc21.[Br-],C=CCn1c[n+](Cc2ccc(Br)cc2)c2ccccc21,[Br-],452.15
CCOCCn1c[n+](CCc2ccccc2)c2ccccc21.[Br-],CCOCCn1c[n+](CCc2ccccc2)c2ccccc21,[Br-],359.15
C=CCn1c[n+](CC#C[Si](C)(C)C)c2ccccc21.[Br-],C=CCn1c[n+](CC#C[Si](C)(C)C)c2ccccc21,[Br-],418.15
C#CC[n+]1cn(CCC[Si](C)(C)C)c2ccccc21.[Br-],C#CC[n+]1cn(CCC[Si](C)(C)C)c2ccccc21,[Br-],439.15
COCCn1c[n+](CCc2ccccc2)c2cc(C)ccc21.[Br-],COCCn1c[n+](CCc2ccccc2)c2cc(C)ccc21,[Br-],395.15
C[Si](C)(C)CCCn1c[n+](Cc2ccccc2)c2ccccc21.[Br-],C[Si](C)(C)CCCn1c[n+](Cc2ccccc2)c2ccccc21,[Br-],402.15
Cc1ccc2c(c1)[n+](CCc1ccccc1)cn2CCc1ccccc1.[Br-],Cc1ccc2c(c1)[n+](CCc1ccccc1)cn2CCc1ccccc1,[Br-],396.15
COc1ccccc1C[n+]1cn(CCC[Si](C)(C)C)c2ccccc21.[Br-],COc1ccccc1C[n+]1cn(CCC[Si](C)(C)C)c2ccccc21,[Br-],449.15
O=[N+]([O-])c1ccc2c(c1)[n+](CCc1ccccc1)cn2CCc1ccccc1.[Br-],O=[N+]([O-])c1ccc2c(c1)[n+](CCc1ccccc1)cn2CCc1ccccc1,[Br-],453.15
[Br-].c1ccc2c(c1)n(C13CC4CC(CC(C4)C1)C3)c[n+]2C12CC3CC(CC(C3)C1)C2,c1ccc2c(c1)n(C13CC4CC(CC(C4)C1)C3)c[n+]2C12CC3CC(CC(C3)C1)C2,[Br-],571.15
O=C(C[n+]1cn(Cc2ccccc2)c2ccccc21)c1cccs1.[Br-],O=C(C[n+]1cn(Cc2ccccc2)c2ccccc21)c1cccs1,[Br-],478.15
CCCCCCCC[n+]1c(C)n(CC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],CCCCCCCC[n+]1c(C)n(CC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-],488.15
CCCCCC[n+]1c(C)n(CCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],CCCCCC[n+]1c(C)n(CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-],526.15
CCCCCCC[n+]1c(C)n(CCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],CCCCCCC[n+]1c(C)n(CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-],520.15
CCCCCCCC[n+]1c(C)n(CCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],CCCCCCCC[n+]1c(C)n(CCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-],474.15
CCCCCCCC[n+]1c(C)n(CCCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],CCCCCCCC[n+]1c(C)n(CCCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-],488.15
CCCCCCCC[n+]1c(C)n(CCCCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],CCCCCCCC[n+]1c(C)n(CCCCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-],528.15
CCCCCCCCCCC[n+]1c(C)n(CCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],CCCCCCCCCCC[n+]1c(C)n(CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-],430.15
CCCCCCN1C(=CC=Cc2n(CCCC(=O)O)c3cc(Cl)c(Cl)cc3[n+]2CCCCCC)N(CCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],CCCCCCN1C(=CC=Cc2n(CCCC(=O)O)c3cc(Cl)c(Cl)cc3[n+]2CCCCCC)N(CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-],419.15
CCCCCCCCN1C(=CC=Cc2n(CCC(=O)O)c3cc(Cl)c(Cl)cc3[n+]2CCCCCCCC)N(CCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],CCCCCCCCN1C(=CC=Cc2n(CCC(=O)O)c3cc(Cl)c(Cl)cc3[n+]2CCCCCCCC)N(CCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-],387.15
CCCCCCCN1C(=C/C=C/c2n(CCCC(=O)O)c3cc(Cl)c(Cl)cc3[n+]2CCCCCCC)N(CCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],CCCCCCCN1C(=C/C=C/c2n(CCCC(=O)O)c3cc(Cl)c(Cl)cc3[n+]2CCCCCCC)N(CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-],401.15
CCCCCCCCCCN1C(=CC=Cc2n(CCCC(=O)O)c3cc(Cl)c(Cl)cc3[n+]2CCCCCCCCCC)N(CCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],CCCCCCCCCCN1C(=CC=Cc2n(CCCC(=O)O)c3cc(Cl)c(Cl)cc3[n+]2CCCCCCCCCC)N(CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-],380.15
CC(C)Cn1c[n+](C)c2ccccc21.[Br-],CC(C)Cn1c[n+](C)c2ccccc21,[Br-],459.15
CC(C)n1c[n+](C(C)C)c2ccccc21.[Br-],CC(C)n1c[n+](C(C)C)c2ccccc21,[Br-],398.15
CC(C)Cn1c[n+](CC(C)C)c2ccccc21.[Br-],CC(C)Cn1c[n+](CC(C)C)c2ccccc21,[Br-],451.15
CCC[n+]1c(N)n(Cc2ccccc2)c2ccccc21.[Br-],CCC[n+]1c(N)n(Cc2ccccc2)c2ccccc21,[Br-],579.15
Nc1n(Cc2ccccc2)c2ccccc2[n+]1CC(=O)O.[Br-],Nc1n(Cc2ccccc2)c2ccccc2[n+]1CC(=O)O,[Br-],433.15
CNC(=O)C[n+]1c(N)n(Cc2ccccc2)c2ccccc21.[Br-],CNC(=O)C[n+]1c(N)n(Cc2ccccc2)c2ccccc21,[Br-],545.15
Nc1n(Cc2ccccc2)c2ccccc2[n+]1CC(=O)Nc1ccccc1.[Br-],Nc1n(Cc2ccccc2)c2ccccc2[n+]1CC(=O)Nc1ccccc1,[Br-],569.15
Nc1n(Cc2ccccc2)c2ccccc2[n+]1CCCCCCO.[Br-],Nc1n(Cc2ccccc2)c2ccccc2[n+]1CCCCCCO,[Br-],547.15
Nc1n(Cc2ccccc2)c2ccccc2[n+]1CCCCCCCCBr.[Br-],Nc1n(Cc2ccccc2)c2ccccc2[n+]1CCCCCCCCBr,[Br-],530.15
CCCCCCCCCCCC[n+]1c(N)n(Cc2ccccc2)c2ccccc21.[Br-],CCCCCCCCCCCC[n+]1c(N)n(Cc2ccccc2)c2ccccc21,[Br-],506.15
CCCCCCCCCCCC[n+]1c(N)n(Cc2ccc(C)cc2)c2ccccc21.[Br-],CCCCCCCCCCCC[n+]1c(N)n(Cc2ccc(C)cc2)c2ccccc21,[Br-],516.15
CCCCCCCCCCCC[n+]1c(N)n(Cc2ccc(OC)cc2)c2ccccc21.[Br-],CCCCCCCCCCCC[n+]1c(N)n(Cc2ccc(OC)cc2)c2ccccc21,[Br-],536.15
CCCCCCCCCCCC[n+]1c(N)n(CCCc2ccccc2)c2ccccc21.[Br-],CCCCCCCCCCCC[n+]1c(N)n(CCCc2ccccc2)c2ccccc21,[Br-],501.15
CCCCCCCCCCCC[n+]1c(N)n(Cc2ccc(Cl)cc2)c2ccccc21.[Br-],CCCCCCCCCCCC[n+]1c(N)n(Cc2ccc(Cl)cc2)c2ccccc21,[Br-],545.15
Nc1n(Cc2ccccc2)c2ccccc2[n+]1CCCCCCCCCCCCBr.[Br-],Nc1n(Cc2ccccc2)c2ccccc2[n+]1CCCCCCCCCCCCBr,[Br-],513.15
CCCCCCCCCCCC[n+]1c(N)n(Cc2ccc(Cl)c(Cl)c2)c2ccccc21.[Br-],CCCCCCCCCCCC[n+]1c(N)n(Cc2ccc(Cl)c(Cl)c2)c2ccccc21,[Br-],548.15
CC(C)(C)OC(=O)NCCCCCCCCCCC[n+]1c(N)n(Cc2ccccc2)c2ccccc21.[Br-],CC(C)(C)OC(=O)NCCCCCCCCCCC[n+]1c(N)n(Cc2ccccc2)c2ccccc21,[Br-],489.15
Nc1n(Cc2ccccc2)c2ccccc2[n+]1CCCCCCCCCCCCN1C(=O)c2ccccc2C1=O.[Br-],Nc1n(Cc2ccccc2)c2ccccc2[n+]1CCCCCCCCCCCCN1C(=O)c2ccccc2C1=O,[Br-],473.15
O=C(Cn1cc[n+](CC(=O)c2ccccc2)c1)c1ccccc1.[Br-],O=C(Cn1cc[n+](CC(=O)c2ccccc2)c1)c1ccccc1,[Br-],538.15
Cn1c[n+](C)c2cc(Cl)ccc21.[Br-],Cn1c[n+](C)c2cc(Cl)ccc21,[Br-],548.15
CC(C(=O)c1ccc(-c2ccccc2)cc1)n1cc[n+](C(C)C(=O)c2ccc(-c3ccccc3)cc2)c1.[Br-],CC(C(=O)c1ccc(-c2ccccc2)cc1)n1cc[n+](C(C)C(=O)c2ccc(-c3ccccc3)cc2)c1,[Br-],498.15
Cn1cc[n+](CC(=O)c2ccc(C(N)=O)cc2)c1.[Br-],Cn1cc[n+](CC(=O)c2ccc(C(N)=O)cc2)c1,[Br-],508.15
Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccccc1.[Br-],Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccccc1,[Br-],504.15
Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccc(-c2ccccc2)cc1.[Br-],Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccc(-c2ccccc2)cc1,[Br-],522.15
CC(=O)Cn1c(C)[n+](C)c2ccccc21.[Br-],CC(=O)Cn1c(C)[n+](C)c2ccccc21,[Br-],507.15
CCOC(=O)C[n+]1c(C)n(CC)c2ccccc21.[Br-],CCOC(=O)C[n+]1c(C)n(CC)c2ccccc21,[Br-],506.15
Cn1c[n+](CC(=O)c2ccccc2)c2cc(Cl)ccc21.[Br-],Cn1c[n+](CC(=O)c2ccccc2)c2cc(Cl)ccc21,[Br-],507.15
CCCCCCCCCCCCCCCCn1c(C)[n+](CCCCCCCCCCCCCCCC)c2ccccc21.[Br-],CCCCCCCCCCCCCCCCn1c(C)[n+](CCCCCCCCCCCCCCCC)c2ccccc21,[Br-],512.15
Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)c[n+]1CC(=O)c1ccccc1.[Br-],Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)c[n+]1CC(=O)c1ccccc1,[Br-],479.15
CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](CC(=O)c2ccc(Br)cc2)cn1C.[Br-],CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](CC(=O)c2ccc(Br)cc2)cn1C,[Br-],493.15
CCn1c[n+](CC)c2ccccc21.[Br-],CCn1c[n+](CC)c2ccccc21,[Br-],479.15
Cn1c[n+](CC(=O)c2ccccc2)c2ccccc21.[Br-],Cn1c[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-],484.15
COC(=O)Cn1c(C)[n+](CC(=O)c2ccc(C)cc2)c2ccccc21.[Br-],COC(=O)Cn1c(C)[n+](CC(=O)c2ccc(C)cc2)c2ccccc21,[Br-],490.15
COC(=O)Cn1c(C)[n+](CC(=O)c2ccc(Br)cc2)c2ccccc21.[Br-],COC(=O)Cn1c(C)[n+](CC(=O)c2ccc(Br)cc2)c2ccccc21,[Br-],484.15
CCCCCCCCn1c(C)[n+](CCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],CCCCCCCCn1c(C)[n+](CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-],481.15
Cc1n(CCc2ccccc2)cc[n+]1CC(=O)c1ccc(Br)cc1.[Br-],Cc1n(CCc2ccccc2)cc[n+]1CC(=O)c1ccc(Br)cc1,[Br-],466.15
CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](CCc2ccccc2)cn1C.[Br-],CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](CCc2ccccc2)cn1C,[Br-],446.15
CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](CC(=O)c2ccc(-c3ccccc3)cc2)cn1C.[Br-],CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](CC(=O)c2ccc(-c3ccccc3)cc2)cn1C,[Br-],452.15
CCc1ccc(C(=O)C[n+]2ccn(C)c2)cc1.[Br-],CCc1ccc(C(=O)C[n+]2ccn(C)c2)cc1,[Br-],451.15
C[n+]1ccn(C(c2ccccc2)c2ccccc2)c1.[Br-],C[n+]1ccn(C(c2ccccc2)c2ccccc2)c1,[Br-],447.15
O=C(Cn1c[n+](CC(=O)c2ccccc2)c2ccccc21)c1ccccc1.[Br-],O=C(Cn1c[n+](CC(=O)c2ccccc2)c2ccccc21)c1ccccc1,[Br-],451.15
CCOC(=O)C[n+]1cn(Cc2ccccc2)c2ccccc21.[Br-],CCOC(=O)C[n+]1cn(Cc2ccccc2)c2ccccc21,[Br-],440.15
CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](Cc2ccc(Br)cc2)cn1C.[Br-],CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](Cc2ccc(Br)cc2)cn1C,[Br-],432.15
Cc1ccc(C(=O)C[n+]2ccn(C)c2)cc1.[Br-],Cc1ccc(C(=O)C[n+]2ccn(C)c2)cc1,[Br-],423.15
CCCn1cc[n+](CC(=O)c2ccccc2)c1.[Br-],CCCn1cc[n+](CC(=O)c2ccccc2)c1,[Br-],422.15
CC[n+]1ccn(C(c2ccccc2)c2ccccc2)c1.[Br-],CC[n+]1ccn(C(c2ccccc2)c2ccccc2)c1,[Br-],410.15
CCOC(=O)C[n+]1cn(C)c2ccccc21.[Br-],CCOC(=O)C[n+]1cn(C)c2ccccc21,[Br-],430.15
C[Si](C)(C)CCCn1c[n+](Cc2ccc(Br)cc2)c2ccccc21.[Br-],C[Si](C)(C)CCCn1c[n+](Cc2ccc(Br)cc2)c2ccccc21,[Br-],428.15
CCCCCCCCCCCCCC[n+]1ccn(Cc2ccccc2)c1C.[Br-],CCCCCCCCCCCCCC[n+]1ccn(Cc2ccccc2)c1C,[Br-],376.15
CCCC[n+]1cc(C[C@H]2COC(=O)[C@H]2CC)n(C)c1.[Br-],CCCC[n+]1cc(C[C@H]2COC(=O)[C@H]2CC)n(C)c1,[Br-],384.15
COC(=O)Cn1cc[n+](CC(=O)c2ccccc2)c1.[Br-],COC(=O)Cn1cc[n+](CC(=O)c2ccccc2)c1,[Br-],398.15
CCCCCCCCn1c[n+](CCCCCCCC)c2ccccc21.[Br-],CCCCCCCCn1c[n+](CCCCCCCC)c2ccccc21,[Br-],380.15
CCCn1c[n+](CCC#N)c2ccccc21.[Br-],CCCn1c[n+](CCC#N)c2ccccc21,[Br-],393.15
CCCCCCCCCCn1cc[n+](C)c1C.[Br-],CCCCCCCCCCn1cc[n+](C)c1C,[Br-],358.15
CC[n+]1ccn(C)c1.[Br-],CC[n+]1ccn(C)c1,[Br-],351.15
Cn1cc[n+](CCO)c1.[Br-],Cn1cc[n+](CCO)c1,[Br-],370.15
[Br-].c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1,c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1,[Br-],336.15
CCC[n+]1ccn(C)c1.[Br-],CCC[n+]1ccn(C)c1,[Br-],308.15
O=C(Cn1cc[n+](CC(=O)c2ccc(Br)cc2)c1)c1ccc(Br)cc1.[Br-],O=C(Cn1cc[n+](CC(=O)c2ccc(Br)cc2)c1)c1ccc(Br)cc1,[Br-],562.15
CCCCCCCC[n+]1c(N)n(Cc2ccccc2)c2ccccc21.[Br-],CCCCCCCC[n+]1c(N)n(Cc2ccccc2)c2ccccc21,[Br-],551.15
Cc1n(Cc2ccccc2)cc[n+]1CC(=O)c1ccccc1.[Br-],Cc1n(Cc2ccccc2)cc[n+]1CC(=O)c1ccccc1,[Br-],512.15
CC(C)(C(=O)c1ccc(-c2ccccc2)cc1)n1cc[n+](C(C)(C)C(=O)c2ccc(-c3ccccc3)cc2)c1.[Br-],CC(C)(C(=O)c1ccc(-c2ccccc2)cc1)n1cc[n+](C(C)(C)C(=O)c2ccc(-c3ccccc3)cc2)c1,[Br-],514.15
Cn1cc[n+](CC(=O)c2ccc(-c3ccccc3)cc2)c1.[Br-],Cn1cc[n+](CC(=O)c2ccc(-c3ccccc3)cc2)c1,[Br-],522.15
Cc1ccc(C[n+]2ccn(CCC(C(N)=O)(c3ccccc3)c3ccccc3)c2C)cc1.[Br-],Cc1ccc(C[n+]2ccn(CCC(C(N)=O)(c3ccccc3)c3ccccc3)c2C)cc1,[Br-],514.15
Cc1n(CCCC(=O)O)c2ccccc2[n+]1Cc1ccccc1.[Br-],Cc1n(CCCC(=O)O)c2ccccc2[n+]1Cc1ccccc1,[Br-],508.15
CC(=O)C(C)[n+]1c(C)n(C)c2ccccc21.[Br-],CC(=O)C(C)[n+]1c(C)n(C)c2ccccc21,[Br-],528.15
Cc1ccc2c(c1)[n+](CC(=O)c1ccccc1)cn2C.[Br-],Cc1ccc2c(c1)[n+](CC(=O)c1ccccc1)cn2C,[Br-],518.15
Cc1n(Cc2ccccc2)c2ccccc2[n+]1CC(=O)c1ccc([N+](=O)[O-])cc1.[Br-],Cc1n(Cc2ccccc2)c2ccccc2[n+]1CC(=O)c1ccc([N+](=O)[O-])cc1,[Br-],521.15
CCCCCCCCCn1c(C)[n+](CCCCCCCCC)c2ccccc21.[Br-],CCCCCCCCCn1c(C)[n+](CCCCCCCCC)c2ccccc21,[Br-],519.15
O=C(Cn1cc[n+](CC(=O)c2ccc([N+](=O)[O-])cc2)c1)c1ccc([N+](=O)[O-])cc1.[Br-],O=C(Cn1cc[n+](CC(=O)c2ccc([N+](=O)[O-])cc2)c1)c1ccc([N+](=O)[O-])cc1,[Br-],488.15
Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccc(Br)cc1.[Br-],Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccc(Br)cc1,[Br-],493.15
CCOC(=O)C[n+]1c(C)n(C)c2ccccc21.[Br-],CCOC(=O)C[n+]1c(C)n(C)c2ccccc21,[Br-],488.15
COC(=O)Cn1c(C)[n+](CC(=O)c2ccccc2)c2ccccc21.[Br-],COC(=O)Cn1c(C)[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-],478.15
CCOC(=O)Cn1c(C)[n+](CC(=O)c2ccccc2)c2ccccc21.[Br-],CCOC(=O)Cn1c(C)[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-],488.15
CCCCn1c(C)[n+](CCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],CCCCn1c(C)[n+](CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-],490.15
CCCCN1C(=CC=Cc2n(CCCC)c3cc(Cl)c(Cl)cc3[n+]2CCCC(=O)O)N(CCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],CCCCN1C(=CC=Cc2n(CCCC)c3cc(Cl)c(Cl)cc3[n+]2CCCC(=O)O)N(CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-],473.15
Cn1cc[n+](CCc2ccc([N+](=O)[O-])cc2)c1.[Br-],Cn1cc[n+](CCc2ccc([N+](=O)[O-])cc2)c1,[Br-],458.15
CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](Cc2ccc(C)cc2)cn1C.[Br-],CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](Cc2ccc(C)cc2)cn1C,[Br-],461.15
CC(C(=O)c1ccccc1)[n+]1ccn(C)c1.[Br-],CC(C(=O)c1ccccc1)[n+]1ccn(C)c1,[Br-],442.15
N#CCC[n+]1ccn(CC(=O)c2ccccc2)c1.[Br-],N#CCC[n+]1ccn(CC(=O)c2ccccc2)c1,[Br-],459.15
C=CC[n+]1cn(C)c2ccccc21.[Br-],C=CC[n+]1cn(C)c2ccccc21,[Br-],436.15
O=C(C[n+]1cn(Cc2ccccc2)c2ccccc21)c1ccccc1.[Br-],O=C(C[n+]1cn(Cc2ccccc2)c2ccccc21)c1ccccc1,[Br-],453.15
C=CCn1c[n+](CC)c2ccccc21.[Br-],C=CCn1c[n+](CC)c2ccccc21,[Br-],448.15
CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](CC(=O)c2ccc([N+](=O)[O-])cc2)cn1C.[Br-],CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](CC(=O)c2ccc([N+](=O)[O-])cc2)cn1C,[Br-],413.15
Cn1cc[n+](C(C)(C)C(=O)c2ccccc2)c1.[Br-],Cn1cc[n+](C(C)(C)C(=O)c2ccccc2)c1,[Br-],412.15
CCCn1cc[n+](CCC)c1.[Br-],CCCn1cc[n+](CCC)c1,[Br-],408.15
CC(C)n1cc[n+](C(C)C)c1.[Br-],CC(C)n1cc[n+](C(C)C)c1,[Br-],410.15
CCCCCCCCCCCCn1c(C)[n+](CCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],CCCCCCCCCCCCn1c(C)[n+](CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-],415.15
CCCCCCCCCC[n+]1c(C)n(CCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],CCCCCCCCCC[n+]1c(C)n(CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-],430.15
Cn1cc[n+](C)c1.[Br-],Cn1cc[n+](C)c1,[Br-],385.15
CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](Cc2ccccc2)cn1C.[Br-],CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](Cc2ccccc2)cn1C,[Br-],399.15
CCCCCCCCCCCCCCCCN1C(=CC=Cc2n(CCCCCCCCCCCCCCCC)c3ccccc3[n+]2CCCCCCCCCCCCCCCC)N(CCCCCCCCCCCCCCCC)c2ccccc21.[Br-],CCCCCCCCCCCCCCCCN1C(=CC=Cc2n(CCCCCCCCCCCCCCCC)c3ccccc3[n+]2CCCCCCCCCCCCCCCC)N(CCCCCCCCCCCCCCCC)c2ccccc21,[Br-],400.15
C=CCn1c[n+](CCC#N)c2ccccc21.[Br-],C=CCn1c[n+](CCC#N)c2ccccc21,[Br-],387.15
CCCCCCCCCC[n+]1ccn(Cc2ccccc2)c1C.[Br-],CCCCCCCCCC[n+]1ccn(Cc2ccccc2)c1C,[Br-],361.15
CCCC[n+]1ccn(C)c1.[Br-],CCCC[n+]1ccn(C)c1,[Br-],351.15
C=CCn1cc[n+](C)c1.[Br-],C=CCn1cc[n+](C)c1,[Br-],326.15
CC[n+]1ccn([C@@H](C)CO)c1.[Br-],CC[n+]1ccn([C@@H](C)CO)c1,[Br-],279.15
CCOC(=O)C[N+](C)(C)C.[Br-],CCOC(=O)C[N+](C)(C)C,[Br-],432.15
CCCCCCCCCCCCCCCC[N+](C)(C)CCCC.[Br-],CCCCCCCCCCCCCCCC[N+](C)(C)CCCC,[Br-],357.15
CCCCCCC(=O)C[N+](CC)(CC)CC.[Br-],CCCCCCC(=O)C[N+](CC)(CC)CC,[Br-],376.15
CCCCCCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],CCCCCCCCCCCCCCCC[N+](C)(CCO)CCO,[Br-],402.15
CCCCCCCCCCCCCCCC[N+](C)(C)c1ccccc1.[Br-],CCCCCCCCCCCCCCCC[N+](C)(C)c1ccccc1,[Br-],390.15
CCCCCCCC[N+](C)(C)CCO.[Br-],CCCCCCCC[N+](C)(C)CCO,[Br-],390.15
CCCCCCCCC[N+](C)(C)CCO.[Br-],CCCCCCCCC[N+](C)(C)CCO,[Br-],395.15
CCCCCCCCCCCC[N+](C)(C)CCO.[Br-],CCCCCCCCCCCC[N+](C)(C)CCO,[Br-],468.15
CCCCCCCCCCCCCCC[N+](C)(C)CCO.[Br-],CCCCCCCCCCCCCCC[N+](C)(C)CCO,[Br-],477.15
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCO.[Br-],CCCCCCCCCCCCCCCCCC[N+](C)(C)CCO,[Br-],477.15
CCCCCCCCCCCCCCC(O)C[N+](C)(C)CCO.[Br-],CCCCCCCCCCCCCCC(O)C[N+](C)(C)CCO,[Br-],352.15
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)CO.[Br-],CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)CO,[Br-],339.15
CCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCCCC,[Br-],411.15
CC(C)CCC[N+](C)(C)C.[Br-],CC(C)CCC[N+](C)(C)C,[Br-],483.15
CC(C)[N+](C)(C)CCO.[Br-],CC(C)[N+](C)(C)CCO,[Br-],547.15
